Sõna,Sõnaliik,Muuttüüp
kiilduma,V,27
kiilijooks,S,22
kiilik,S,2
kiiljas,A,2
kiil,S,22
kiil,S,22
kiillause,S,6
kiilluu,S,26
kiilrihm,S,22
kiiluma,V,28
kiilumine,S,12
kiiluvees,D,-
kiiluvesi,S,15
kiimal,D,-
kiimale,D,-
kiimaline,A,12
kiimaliselt,D,-
kiimal olema,V,36
kiimalus,S,11
kiimane,A,10
kiim,S,22
kiimlema,V,30
kiimlus,"S,S","11,9"
kiinapuu,S,26
kiindlik,A,25
kiinduma,V,27
kiindumusega,D,-
kiindumus,S,11
kiindumustunne,S,6
kiindunud,A,2
kiindunult,D,-
kiinijooks,S,22
kiin,S,22
kiipama,V,29
kiipima,V,28
kiipjalg,S,22
kiipjalgne,A,2
kiip,S,22
kiipsakas,A,2
kiips,S,22
kiirabiarst,S,22
kiirabiauto,S,16
kiirabibrigaad,S,22
kiirabihaigla,S,1
kiirabi,S,17
kiiradi-käära,D,-
kiira-käära,D,-
kiirakääraline,A,12
kiiratus,S,11
kiird,S,22
kiireim,U,2
kiire,A,6
kiireloomuline,A,12
kiirelt,D,-
kiiremaks minema,V,36
kiiremini,D,-
kiirem,C,2
kiirendama,V,27
kiirendamine,S,12
kiirendatult,D,-
kiirendi,S,1
kiirendus,S,11
kiirenema,V,27
kiirenemine,S,12
kiirenevalt,D,-
kiiresti,D,-
kiirestik,S,25
kiiretempoline,A,12
kiiretoimeline,A,12
kiirevooluline,A,12
kiirgama,V,29
kiirgamine,S,12
kiirgav,A,2
kiirguma,V,27
kiirgur,S,2
kiirgus,"S,S","11,9"
kiirguskindel,A,2
kiirguv,A,2
kiirik,S,2
kiiritama,V,27
kiirituma,V,27
kiiritus,S,11
kiiritusravi,S,17
kiirjas,A,2
kiirjooksja,S,1
kiirjooks,S,22
kiir,S,13
kiir,S,22
kiirkiri,S,24
kiirkirjutaja,S,1
kiirkirjutama,V,27
kiirkorras,D,-
kiirkõndima,V,28
kiirmenetlema,V,27
kiirmik,S,25
kiirnuudel,S,2
kiirreageerima,V,28
kiirrong,S,22
kiirsõiduk,S,2
kiirteade,S,6
kiirtee,S,26
kiirteheitja,S,1
kiirtoit,S,22
kiiruga,D,-
kiiruisutamine,S,12
kiirusenäitaja,S,1
kiiruseületamine,S,12
kiiruskatse,S,6
kiirus,"S,S","11,9"
kiirusmõõtur,S,2
kiirustades,D,-
kiirustamata,A,-
kiirustamatu,A,1
kiirustamatus,S,11
kiirustama,V,27
kiirustamine,S,12
kiirustamisi,D,-
kiirustav,A,2
kiirustus,S,11
kiisel,S,2
kiiskama,V,29
kiiskav,A,2
kiiskavvalge,A,1
kiisk,S,22
kii,S,26
kiiss,I,-
kiisulips,S,22
kiisu-miisu,S,16
kiisu,S,16
kiisutama,V,27
kiita,D,-
kiitev,A,2
kiit,S,22
kiitleja,S,1
kiitlema,V,30
kiitlemine,S,12
kiitlevalt,D,-
kiitlev,A,2
kiitlik,A,25
kiitma,V,34
kiitmine,S,12
kiitsakas,S,2
kiitsatus,S,11
kiitsuma,V,28
kiitsutus,S,11
kiitus,"S,S","11,9"
kiituskiri,S,24
kiituslaul,S,22
kiitust jagama,V,27
kiitust laulma,V,33
kiitvalt,D,-
kiiva,D,-
kiiva kiskuma,V,28
kiivalt,D,-
kiivama,V,29
kiivam,C,2
kiivas,A,-
kiivas,A,7
kiiverjas,A,2
kiiver,S,2
kiivi,S,16
kiivitaja,S,1
Kiivit,H,2
kiivsirge,S,1
kiivus,"S,S","11,9"
kikas,S,7
kikerhernes,S,7
kikerikii,I,-
kikikõrvu,D,-
kikilips,S,22
kiki,S,16
kikitama,V,27
kikitav,A,2
kikivarbail,D,-
kikivarvu,D,-
kikivarvul,D,-
kikivarvule,D,-
kikjas,A,2
kikkapüks,"S,S","23,22"
kikkaseen,S,13
kikkhabe,S,4
kikki ajama,V,27
kikki,D,-
kikkis,D,-
kikkiskõrvu,D,-
kikk-kõrv,S,22
kiku,S,16
kikutama,V,27
kila,S,17
kila-kola,S,17
kilama,V,27
kilamine,S,12
kilatama,V,27
kilatsus,S,11
kilavalt,D,-
kilav,A,2
kilavus,S,11
kilbis,S,9
kilbistama,V,27
kilbukas,S,2
kilda,K,-
kildhaaval,D,-
kild,S,22
kild,S,22
kild-killult,D,-
kildkond,S,22
kildkondlik,A,25
kildkonnavaim,S,22
kildsõna,S,17
kildudeks,D,-
kilduma,V,27
kiledaks minema,V,36
kiledalt,D,-
kiledasti,D,-
kilejas,A,2
kilejope,S,16
kile,A,2
kile,S,16
kilekott,S,22
kiletama,V,27
kilgatama,V,27
kilge,S,6
kilgendama,V,27
kilgendav,A,2
kilg,S,22
Kiliikia,H,1
Kilimandžaaro,H,16
kilinaga,D,-
kilinal,D,-
kilinal-kõlinal,D,-
Kilingi-Nõmme,H,16
kilin,S,2
kilisedes,D,-
kilisema,V,27
kilistama,V,27
kili,S,17
kilistus,S,11
kiljatama,V,27
kiljatlema,V,27
kiljatus,S,11
kiljuma,V,28
kiljumine,S,12
kilkama,V,29
kilkamine,S,12
kilkavalt,D,-
kilk,S,22
kilksatama,V,27
kilksatus,S,11
kilks,"S,I",22
kilksuma,V,28
kilksutama,V,27
killadi-kolladi,D,-
killadi-kõlladi,D,-
killaline,S,12
killamees,S,13
killas,K,-
killast,K,-
killavoor,S,22
killer,S,2
kill,I,-
Killi,H,16
killing,S,2
kill-kõll,I,-
killuke,S,12
killukohus,S,5
killunema,V,27
killustama,V,27
killustatus,"S,S","11,9"
killustik,S,25
killustikune,"A,A","10,12"
killustuma,V,27
killustumus,"S,S","11,9"
killustus,S,11
kilobaidine,A,10
kilobait,S,22
kilobitine,A,10
kilodžauline,A,10
kilodžaul,S,22
kilogrammine,A,10
kilogramm,S,22
kilohertsine,A,10
kiloherts,S,22
kilo,S,17
kilomeeter,S,2
kilomeetrine,"A,A","12,10"
kilomeetripost,S,22
kilometraaž,S,22
kilone,A,10
kilotonnine,A,10
kilotonn,S,22
kilovatine,A,10
kilovatt,S,22
kilovatt-tund,S,22
kiloviisi,D,-
kilovoldine,A,10
kilovolt,S,22
kilpjas,A,2
kilp,S,22
kilpkonn,S,22
kilplane,"S,S","12,10"
kilpla,S,1
kilplaslik,A,25
kilplaslikult,D,-
kilplus,"S,S","11,9"
kilpnääre,S,5
kilptäi,S,26
kilter,S,2
kiltjas,A,2
kilt,S,22
kilt,S,22
kiltkivi,S,17
kiltmaa,S,26
kiltne,A,2
Kiltsi,H,16
kilts,S,22
kilukard,S,22
kilu,S,17
kilumannerg,S,2
kilune,A,10
kilunõu,S,17
kiluvõileib,S,22
kiluämber,S,2
kimalane,S,12
kimama,V,27
kimar,S,2
kimbakas,A,2
kimbatuses,A,-
kimbatus,S,11
kimbatuslik,A,25
kimbatusse ajama,V,27
kimber,S,2
kimbuke,S,12
kimbus,D,-
kimbutama,V,27
kimbutamine,S,12
kimbutus,S,11
kimedalt,D,-
kimedasti,D,-
kimedus,S,11
kime,A,2
kimmel,S,2
kimmerlane,S,12
kimm,S,22
kimono,S,1
kimp,S,22
kimps,S,22
kimpuajav,A,2
kimpu,D,-
kimpu jääma,V,37
kimpu,K,-
kimpus,D,-
kimuma,V,27
kimäär,S,22
kinaver,S,19
kindapaar,N,22
kindel,A,2
kindel olema,V,36
kindlaks määrama,V,29
kindlaks tegema,V,28
kindlakstegemine,S,12
kindlalt,D,-
kindlalt ütlema,V,30
kindlamalt,D,-
kindlameelne,A,2
kindlameelselt,D,-
kindlameelsus,"S,S","11,9"
kindlam,C,2
kindlapeale,D,-
kindlapiiriline,A,12
kindlapiiriliselt,D,-
kindlapiirilisus,"S,S","11,9"
kindlasti,D,-
kindlusetu,A,1
kindlusetult,D,-
kindlusetunne,S,6
kindlusetusetunne,S,6
kindlusetus,S,11
kindlus,"S,S","11,9"
kindlustama,V,27
kindlustamine,S,12
kindlustatud,A,2
kindlustatu,S,1
kindlustatus,"S,S","11,9"
kindlustis,S,11
kindlustuma,V,27
kindlustunne,S,6
kindlustusandja,S,1
kindlustusfirma,S,16
kindlustusfond,S,22
kindlustusinspektsioon,S,22
kindlustus,S,11
kindlustusleping,S,2
kindlustuslitsents,S,22
kindlustusmakse,S,6
kindlustusmaks,S,22
kindlustusobjekt,S,22
kindlustusseadus,"S,S","11,9"
kindlustusselts,S,22
kindlustussumma,S,16
kindlustustegevus,S,11
kindlustusturg,S,22
kindlustusvõtja,S,1
kindral,S,2
kindralkond,S,22
kindralleitnant,S,22
kindralmajor,S,2
kindralstaap,S,22
kineast,S,22
Kinect,H,22
kineetika,S,1
kineetiline,A,12
kinemaatika,S,1
kinemaatiline,A,12
kinematograafia,S,1
kinematograafiline,A,12
kinematografist,S,22
kinesioteipimine,S,12
kinesioteip,S,22
kineskoop,S,22
kinesteetiline,A,12
kinetoskoobifilm,S,22
kingakonts,S,22
kingakreem,S,22
kingamääre,S,6
kinganina,S,17
kingapael,"S,S","23,22"
kingastama,V,27
kingavabrik,S,2
kinge,S,6
Kingissepa,H,16
kingitus,S,11
kingituspakk,S,22
kingitustekorv,S,22
kingjas,A,2
king,S,22
kingsepp,S,22
kingseppmeister,S,2
Kingston,H,2
Kingstown,H,22
kingustik,S,25
kiniin,S,22
kinkima,V,28
kinkimine,S,12
kinki tegema,V,28
kink,S,22
kink,S,22
kinnas,S,7
kinnastama,V,27
kinner,S,8
kinnerkont,S,22
kinni ajama,V,27
kinni andma,V,34
kinni,D,-
kinniehitamine,S,12
kinni haarama,V,29
kinni hakkama,V,29
kinni hoidma,V,34
kinnihoidmine,S,12
kinniistuja,S,1
kinni istuma,V,28
kinnijalu,D,-
kinni jääma,V,37
kinnijäämine,"S,S","12,10"
kinnikasvamine,S,12
kinnikasvanud,A,2
kinni katma,V,35
kinnikeeramine,S,12
kinnikiilutud,A,2
kinnik,S,2
kinni käima,V,38
kinni külmetama,V,27
kinni külmuma,V,27
kinni külmutama,V,27
kinnimaja,S,17
kinni maksma,V,32
kinnimakstav,A,2
kinni matma,V,35
kinni minema,V,36
kinnimõistetu,S,1
kinni mätsima,V,28
kinni nabima,V,27
kinninabimine,S,12
kinnine,"A,A","12,10"
kinni olema,V,36
kinnipanek,S,2
kinni panema,V,36
kinnipeetav,A,2
kinnipeetud,A,2
kinnipeetu,S,1
kinni pidama,V,28
kinnipidamine,S,12
kinnipidamiskohas,D,-
kinnipidamiskoht,S,22
kinnipigistatud,A,2
kinni pistma,V,34
kinni püüdma,V,34
kinnipüütud,A,2
kinniselt,D,-
kinnisena,D,-
kinnisidee,S,26
kinnisilmi,D,-
kinnis,S,9
kinnismõte,S,6
kinnistama,V,27
kinnisti,S,1
kinnistuamet,S,2
kinnistuma,V,27
kinnistu,S,1
kinnistusamet,S,2
kinnistus,S,11
kinnistusraamat,S,2
kinnisui,D,-
kinnisus,S,11
kinnisvaraarendaja,S,1
kinnisvarabüroo,S,26
kinnisvarafirma,S,16
kinnisvarahooldusettevõte,S,6
kinnisvarahooldus,"S,S","11,9"
kinnisvara,S,17
kinnisvaratehing,S,2
kinnisvaraturg,S,22
kinnitama,V,27
kinnitamine,S,12
kinnitav,A,2
kinniti,S,1
kinnitis,S,11
kinnitispuu,S,26
kinnituisanud,A,2
kinnituma,V,27
kinnitus,S,11
kinni ulatuma,V,27
kinniviimine,"S,S","12,10"
kinnivõtja,S,1
kinni võtma,V,35
kinoa,S,26
kinoekraan,S,22
kinoesine,A,10
kinofikatsioon,S,22
kinofilm,S,22
kino,S,17
kinokunst,S,22
kinolina,S,17
kinoline,S,12
kinomaja,S,17
kinomehaanik,S,2
kinopilet,S,2
kinopilt,S,22
kinopink,S,22
kinosaal,S,22
Kinshasa,H,16
Kinsoku,H,16
kinžall,S,22
kints,S,22
kintspüks,S,23
kintsukaapija,S,1
kioskimüüja,S,1
kiosk,S,2
kiosköör,S,22
kipakas,A,2
kipitama,V,27
kipitsema,V,27
kipitus,S,11
kippel,S,2
kippelt,D,-
kipper,S,2
kipp,S,22
kippuma,V,28
kippuv,A,2
kipra,D,-
kipra minema,V,36
kipras,D,-
kipra tõmbama,V,29
kiprimüts,S,22
kipruma,V,27
kiprus,"S,S","11,9"
kipsima,V,28
kipsistama,V,27
kips,S,22
kipukas,A,2
kiratsema,V,27
kiratsemine,S,12
kiratsevalt,D,-
kiratsev,A,2
kiratsus,S,11
kirbe,A,1
kirbelt,D,-
Kirbla,H,16
kirbukas,S,2
kirbukiri,S,24
kirbukirjas,D,-
kirbule võtma,V,35
kirbune,A,10
kirde-edela,G,-
kireleek,S,22
kirema,V,27
kiremine,S,12
kiremöll,S,22
kirendama,V,27
kirendus,S,11
kireslane,S,12
kiresvaablane,"S,S","12,10"
kiretama,V,27
kiretorm,S,22
kiretu,A,1
kiretuli,S,20
kiretult,D,-
kiretus,S,11
kirevalt,D,-
kirevane,S,12
kirev,A,2
kirevus,S,11
kirgama,V,29
kirgas,S,7
kirgastama,V,27
kirgastuma,V,27
kirgastus,S,11
kirgedeta,A,-
Kirgiisia,H,1
kirgiis,S,22
kirg,S,22
kirglik,A,25
kirglikkus,"S,S","11,9"
kirglikult,D,-
kirglikult harrastama,V,27
kirglikum,C,2
kirgline,A,12
kirgus,"S,S","11,9"
Kiribati,H,1
kirikaed,S,22
kirikhärra,S,16
kiri,S,24
kirik,S,2
kirikkond,S,22
kiriklane,S,12
kirikla,S,1
kiriklik,A,25
kiriklikkus,S,11
kiriklikult,D,-
kiriklus,S,11
kirikuaed,S,22
kirikuhakk,S,22
kirikuhoone,S,6
kirikuinimene,S,12
kirikuisand,S,2
kirikukell,S,22
kirikukiri,S,24
kirikukogu,S,17
kirikulaul,S,22
kirikuline,S,12
kirikumeelne,A,2
kirikumeelsus,"S,S","11,9"
kirikumees,S,13
kirikumõis,S,2
kirikuneedus,"S,S","11,9"
kirikupapp,S,22
kirikupea,S,26
kirikupink,S,22
kirikupõlg,S,22
kirikuraamat,S,2
kirikusaal,S,22
kirikusolija,S,1
kirikuteener,S,2
kirikutorn,S,22
kirikuuks,S,14
kirikuvanne,S,6
kirikuvastane,A,10
kirikuvastasus,S,11
kirikuvõlv,S,22
kirikuõpetaja,S,1
kiriküüt,S,22
kirilane,S,12
kirilind,S,22
kirillitsa,S,1
kirinaga,D,-
kirinal,D,-
kirin,S,2
kirisema,V,27
kiristama,V,27
kiristus,S,11
kirja,A,-
kirjakandja,S,1
kirjakast,S,22
kirjakeel,S,13
kirjake,S,12
kirjakirjutamine,S,12
kirjak,S,2
kirjakuju,S,17
kirjakujuline,A,12
kirjalakk,S,22
kirjaliik,S,22
kirjalik,A,25
kirjalikult,D,-
kirjaline,A,12
kirjalipakas,S,2
kirjama,V,29
kirjamark,S,22
kirjamees,S,13
kirjamõistja,S,1
kirjamõistmine,"S,S","12,10"
kirjamärk,S,22
kirjand,S,2
kirjandushuviline,S,12
kirjandusilm,S,22
kirjandus,S,11
kirjandusklassik,S,2
kirjanduskriitika,S,1
kirjanduskriitik,S,2
kirjanduslik,A,25
kirjanduslugu,S,18
kirjandusmuuseum,"S,S","19,2"
kirjanduspreemia,S,1
kirjandusringkond,S,22
kirjandusruum,S,22
kirjandusteadlane,"S,S","12,10"
kirjandusteos,S,9
kirjanik,S,25
kirjanikkond,S,22
kirjanikukaasa,S,16
kirjanikunaine,S,12
kirjanikupale,S,6
kirjaoskaja,S,1
kirjaoskamatu,A,1
kirjaoskamatus,"S,S","11,9"
kirjaoskus,"S,S","11,9"
kirjapandud,A,2
kirjapandu,S,1
kirjapanek,S,2
kirja panema,V,36
kirjapanemine,S,12
kirjapaun,S,22
kirjapilt,S,22
kirjapulk,S,22
kirjasaatja,S,1
kirja saatma,V,34
kirjas,D,-
kirjastaja,S,1
kirjastama,V,27
kirjastamine,S,12
kirjastus,S,11
kirjasõna,S,17
kirjatark,S,22
kirjatarkus,"S,S","11,9"
kirjatehnika,S,1
kirjatoimetaja,S,1
kirjatsi,D,-
kirjatsura,S,17
kirjatud,A,2
kirjatundja,S,1
kirjatundmine,"S,S","12,10"
kirjatäht,S,22
kirjatöö,S,26
kirjatükk,S,22
kirjatüüp,S,22
kirjavahemärgistus,S,11
kirjavahemärk,S,22
kirjavahetaja,S,1
kirjavahetuses olema,V,36
kirjavahetus,S,11
kirjavara,S,17
kirjaviga,S,18
kirjaviis,S,22
kirjaümbrik,S,25
kirjaümbrik,S,2
kirje,S,6
kirjeldamatu,A,1
kirjeldamatus,"S,S","11,9"
kirjeldama,V,27
kirjeldamine,S,12
kirjeldatav,A,2
kirjeldav,A,2
kirjeldus,S,11
kirjendama,V,27
kirjendamine,S,12
kirjend,S,2
kirju,A,16
kirju,A,1
kirjult,D,-
kirjusus,S,11
kirjutaja,S,1
kirjutamata,A,-
kirjutama,V,27
kirjutamine,S,12
kirjutamishullus,"S,S","11,9"
kirjutanud,A,2
kirjutanu,S,1
kirjutatav,A,2
kirjutatud,A,2
kirjutatu,S,1
kirjutav,A,2
kirjuti,S,1
kirjutis,S,11
kirjutuskaitstud,A,2
kirjutus,S,11
kirjutuslaud,S,22
kirjutusmasin,S,2
kirjutustuba,S,18
kirkalt,D,-
kirka,S,16
Kirke,H,16
kirkus,"S,S","11,9"
kirmas,S,9
kirme,S,6
kirmetama,V,27
kirmetis,S,11
kirmetuma,V,27
kirmetus,S,11
kirn,S,22
kirnupiim,S,22
kiropoodia,S,1
kiropraktik,S,2
Kirov,H,2
Kirov,H,2
Kirovograd,H,22
Kirovsk,H,2
kirp,S,22
kirre,S,6
kirsa,S,16
kirsasaabas,S,7
kirsasäärik,S,2
kirsavoi,S,26
kirsipunane,A,10
kirsipuu,S,26
kirs,S,14
kirss,S,22
Kirsti,H,16
kirst,S,22
kirstukandja,S,1
kirstuke,S,12
kirstunael,"S,S","23,22"
kirts,S,22
kirtsnina,S,17
kirtsus,A,-
kirtsutama,V,27
kirtsutus,S,11
kiruma,V,27
kirumine,S,12
kirumissõna,S,17
kirurgiakliinik,S,2
kirurgia,S,1
kirurgiline,A,12
kirurg,S,22
kirvehoop,S,22
kirvemees,S,13
kirvendama,V,27
kirvendus,S,11
kirveront,S,22
kirvesilm,S,22
kirves,S,7
kirvetera,S,17
kirvetömp,A,22
kirvetöö,S,26
kirvevars,S,14
kisaja,S,1
kisakas,A,2
kisa,S,17
kisakõri,S,17
kisa-kära,S,17
kisaline,A,12
kisama,V,27
kisapasun,S,2
kisa tegema,V,28
kise,S,5
kisendama,V,27
kisendavalt,D,-
kisendav,A,2
kisendus,S,11
kiskelajas,S,2
kiskjalik,A,25
kiskjalikkus,S,11
kiskjalikult,D,-
kiskjaline,S,12
kiskja,S,1
kisk,S,22
kisklema,V,30
kisklik,A,25
kiskraud,S,22
kiskudega,A,-
kiskuma,V,28
kiskumine,S,12
kiskuv,A,2
Kislovodsk,H,2
kismamees,S,13
kisma,S,16
kissell,S,22
kissi,D,-
kissis,D,-
kississilmi,D,-
kissitama,V,27
kissitus,S,11
kissnina,S,17
kistud,A,2
kistult,D,-
kistus,"S,S","11,9"
kisuline,A,12
Kišinjov,H,22
kišlakk,S,22
kitaara,S,16
kitarrikangelane,S,12
kitarrimängija,S,1
kitarrimäng,S,22
kitarrist,S,22
kitarr,S,22
kitasnik,S,25
kitiin,S,22
kitiinne,A,2
kitine,A,10
kitkuma,V,28
kitkur,S,2
kitlihõlm,S,22
kitlitäis,S,14
kitoon,S,22
kitsalt,D,-
kitsalt elama,V,27
kitsamalt,D,-
kitsam,C,2
kitsapiiriline,A,12
kitsapiiriliselt,D,-
kitsarinnaline,A,12
kitsarinnaliselt,D,-
kitsarinnalisus,"S,S","11,9"
kitsarööpmeline,A,12
kitsas,A,7
kitsaskoht,S,22
kitsavõitu,A,-
kitsehabe,S,4
kitsendama,V,27
kitsend,S,2
kitsendus,S,11
kitsenema,V,27
kitsenemus,"S,S","11,9"
kitsesilm,S,22
kitsi,A,16
kitsidus,S,11
kitsik,A,2
kitsikuses,A,-
kitsikuses elama,V,27
kitsikus,S,11
kitsikusse ajama,V,27
kitsilt,D,-
kitsinema,V,27
kitsipung,S,22
kitsipunn,S,22
kits,S,22
kitsuke,A,12
kitsukene,S,12
kitsuma,V,27
kitsus,"S,S","11,9"
kitsustik,S,25
kitš,S,22
kittel,S,2
kittima,V,28
kitt,S,22
Kitts,H,22
kituma,V,27
kitupunn,S,22
kitu,S,16
kiudjas,A,2
kiud,S,22
kiudlema,V,30
kiudne,A,2
kiuduma,V,27
kiukas,A,2
kiuksatama,V,27
kiuksatus,S,11
kiuks,"S,I",22
kiuksuma,V,28
kiuksutama,V,27
kiuline,"A,A","12,10"
kiunard,S,2
kiunatama,V,27
kiunatus,S,11
kiun,S,22
kiunuja,S,1
kiunuma,V,28
kiunumine,S,12
kiunutama,V,27
kiunuv,A,2
kiur,S,22
kiusaja,S,1
kiusakas,A,2
kiusama,V,29
kiusamine,S,12
kiusatus,S,11
kiusatuslik,A,25
kiusatusse viima,V,38
kiusav,A,2
kius,S,22
kiuslema,V,30
kiuslemine,S,12
kiuslik,A,25
kiuslikkus,"S,S","11,9"
kiussarvis,S,9
kiustama,V,27
kiusteasi,S,24
kiuste,D,-
kiuste,K,-
kiuste tegema,V,28
kiustetegu,S,18
kiustetoimimine,S,12
kiustik,S,25
kiust,S,22
kiusu ajama,V,27
kiusuajamine,S,12
kiusujuurikas,S,2
kiusukong,S,22
kiusupunn,S,22
kiusutegu,S,18
kiusutemp,S,22
kiviaed,S,22
kiviaegne,A,2
kividerikas,A,7
kividerohke,A,1
kivihankija,S,1
kivihiiglane,"S,S","12,10"
kivihunnik,S,2
kiviimar,S,2
kivijas,A,2
kivikamakas,S,2
kivikangur,S,2
Kivikas,H,11
kivike,S,12
kivikirst,S,22
kivi,S,17
kivik,S,2
kiviklibu,S,17
kivikong,S,22
kivikoorem,S,2
kivikuhelik,S,25
kivikuhilas,S,2
kivikuhjatis,S,11
kivikõrb,S,2
kivikõva,A,17
kiviküla,S,17
kivikülv,S,22
kivilaev,S,22
kivilahmakas,S,2
kivilasu,S,17
kivilinn,S,22
kivimaja,S,17
kivim,S,2
kivimurd,S,22
kivimürakas,S,2
kivimüür,S,22
kivine,A,10
kivinema,V,27
kivinenud,A,2
kivinenult,D,-
kivinukk,S,22
kivipank,S,22
kiviparkett,S,22
kiviplaat,S,22
kiviplokk,S,22
kivipraht,S,22
kiviprügi,S,17
kivipuru,S,17
kivipõrand,S,2
kivirahn,S,22
kiviraidur,S,2
kiviraiuja,S,1
kiviraske,A,1
kiviraun,S,22
kivirikas,A,7
kivirik,S,25
kivirist,S,22
kivirohke,A,1
kivirusu,S,17
kiviräbu,S,17
kiviräbune,A,10
kiviräga,S,17
kivirägastik,S,25
kivirägu,S,17
kivirähk,S,22
kivirüngas,S,7
kivirünk,S,22
kivisammas,S,7
kivisein,"S,S","23,22"
kiviselt,D,-
kivisild,S,22
kivisillutis,S,11
kivisrakk,S,22
kivistama,V,27
kivistik,S,25
kivistis,S,11
kivistuma,V,27
kivistunud,A,2
kivistus,S,11
kivisüsi,S,15
kivitahuja,S,1
kivitahvel,S,2
kivitama,V,27
kivitis,S,11
kivitrepp,S,22
kivitrükk,S,22
kivitus,S,11
kivivare,S,16
Kivi-Vigala,H,1
Kiviõli,H,16
klaariks saama,V,37
klaariks tegema,V,28
klaariks tõmbuma,V,27
klaarima,V,28
klaarimine,S,12
klaarim,C,2
klaaristama,V,27
klaaritama,V,27
klaar,A,22
klaaruma,V,27
klaarõun,"S,S","23,22"
klaasija,S,1
klaasike,S,12
klaasikild,S,22
klaasikindlustus,S,11
klaasiklirin,S,2
klaasilõikaja,S,1
klaasima,V,28
klaasine,A,10
klaasipuhastaja,S,1
klaasipuhuja,S,1
klaasipuhumine,S,12
klaasiserv,S,22
klaasissepp,S,22
klaasistama,V,27
klaasistuma,V,27
klaasistunud,A,2
klaasistunult,D,-
klaasitäis,S,14
klaasjas,A,2
klaasjää,S,26
klaaskapp,S,22
klaas,S,22
klaaskomm,S,22
klaaskompvekk,S,22
klaaslibe,A,2
klaasplaat,S,22
klaasplast,S,22
klaaspurk,S,22
klaassein,"S,S","23,22"
klaassepp,S,22
klaasuks,S,14
klaasvitriin,S,22
klade,S,16
klahvarvuti,S,1
klahvistik,S,25
klahvka,S,16
klahv,S,22
klahvpillimängija,S,1
Klaipeda,H,1
klaköör,S,22
klamber,S,2
klambrieemaldi,S,1
klammerdama,V,27
klammerduma,V,27
klammerdus,S,11
klamüdioos,S,22
klamüüdia,S,1
klanima,V,27
klanitud,A,2
klann,S,22
klantsima,V,28
klantsima lööma,V,38
klantsiv,A,2
klants,S,22
klaperdama,V,27
klaperjaht,S,22
klapiline,A,12
klapitama,V,27
klappima,V,28
klappimine,S,12
klapp,S,22
klapsatama,V,27
klapsatus,S,11
klaps,S,22
klapsti,D,-
klapsutama,V,27
klarett,S,22
klarnetimängija,S,1
klarnetist,S,22
klarnet,S,2
klassifikaator,S,2
klassifikatsioonifirma,S,16
klassifikatsioon,S,22
klassifitseerima,V,28
klassijuhataja,S,1
klassikaaslane,"S,S","12,10"
klassikadistants,S,22
klassikaline,A,12
klassikaliselt,D,-
klassika,S,1
klassikasõit,S,22
klassik,S,2
klassiline,A,12
klassiorganisaator,S,2
klassipäevik,S,2
klassiruum,S,22
klassitsism,S,22
klassituba,S,18
klassitäis,S,14
klassivanem,S,2
klassivend,S,22
klassivõitlus,"S,S","11,9"
klassiõde,S,18
klass,S,22
klaster,S,2
klatšija,S,1
klatšijutt,S,22
klatšima,V,28
klatšimoor,S,22
klatš,S,22
klattima,V,28
klatt,A,22
klausel,S,2
Klaus,H,22
klaustrofoobia,S,1
Klavdia,H,1
klaverdaja,S,1
klaverdama,V,27
klaveriklass,S,22
klaverikontsert,S,22
klaverikunstnik,S,25
klaverimängija,S,1
klaverit mängima,V,28
klaver,S,2
klavessiin,S,22
klaviatuur,S,22
klaviir,S,22
klavikord,S,22
kleebik,S,2
kleebis,S,9
kleenuke,A,12
kleenukene,S,12
kleepekas,S,2
kleepekoht,S,22
kleepesuvand,S,2
kleepima,V,28
kleepjas,A,2
kleep,S,22
kleeps,S,22
kleepsustama,V,27
kleepuma,V,27
kleepuv,A,2
kleepuvus,S,11
kleepviin,S,22
kleerik,S,2
kleerus,"S,S","11,9"
kleidiliik,S,22
kleidisaba,S,17
kleidiserv,S,22
kleidivabrik,S,2
kleidiväel,D,-
kleidiäär,S,13
kleit,S,22
Klementi,H,16
klementiin,S,22
klemm,S,22
Klenski,H,16
kleptokraatia,S,1
kleptokraatlik,A,25
kleptomaania,S,1
kleptomaan,S,22
klerikaal,S,22
klerikaalne,A,2
klerikaalsus,"S,S","11,9"
klerikalismivastane,A,10
klerikalismivastasus,S,11
klerikalism,S,22
klibakas,S,2
kliber,S,2
klibin,S,2
klibu,S,17
klibuline,A,12
klibune,A,10
klienditeenindaja,S,1
klienditeenindus,S,11
klient,S,22
klientuur,S,22
klii,S,26
kliimaks,S,2
kliimaline,A,12
kliima,S,16
kliimavööde,S,5
kliine,A,10
kliinik,S,2
kliinikum,S,19
kliiniline,A,12
kliirens,S,2
kliirima,V,28
kliiring,S,2
kliisterdama,V,27
kliisterdus,S,11
kliister,S,2
kliistrine,"A,A","12,10"
kliitor,S,2
kliiver,S,2
klikiaegne,A,2
klikiaegselt,D,-
klikiaegsus,"S,S","11,9"
klikkama,V,29
klikkima,V,28
klikk,S,22
klimaatiline,A,12
klimakteeriline,A,12
klimakteerium,"S,S","19,2"
klimatoloogia,S,1
klimatoloogiline,A,12
klimatoloog,S,22
klimberdama,V,27
klimberdus,S,11
Klimov,H,2
klimpi,D,-
klimpis,D,-
klimp,S,22
klinitsist,S,22
klinker,S,2
klint,S,22
klintš,S,22
klipindus,S,11
klipper,S,2
klipp,S,22
